trade_id,symbol,entry_time,exit_time,qty,entry_price,exit_price,pnl,return_pct,holding_days,entry_strategy_id,entry_strategy_version_id,entry_signal_strength,entry_confidence,entry_reason,entry_price_source,exit_reason,exit_strategy_id,exit_trigger,market_regime,outcome_label
broker_match_0069_GTOP,GTOP,2026-05-12T14:23:14.89321Z,2026-05-12T14:51:18.049385Z,460,45.83,45.43,-184.0,-0.0087,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0070_GTOP,GTOP,2026-05-12T14:23:14.89321Z,2026-05-13T13:30:25.311575Z,941,45.83,45.83,0.0,0.0,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0185_SOXQ,SOXQ,2026-05-12T14:23:20.306287Z,2026-05-12T14:51:39.554479Z,1112,92.54,90.96,-1757.03,-0.0171,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0186_SOXQ,SOXQ,2026-05-12T14:23:20.306287Z,2026-05-13T13:30:07.646776Z,12,92.54,94.35,21.72,0.0196,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0203_TTEQ,TTEQ,2026-05-12T14:23:24.000876Z,2026-05-12T14:51:46.958311Z,1695,41.02,40.45,-968.23,-0.0139,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0193_SOXX,SOXX,2026-05-12T14:23:27.144399Z,2026-05-12T14:51:44.604103Z,201,517.49,509.37,-1632.64,-0.0157,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0194_SOXX,SOXX,2026-05-12T14:23:27.144399Z,2026-05-13T13:32:29.850675Z,2,517.49,524.87,14.75,0.0143,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0066_FTXL,FTXL,2026-05-12T14:23:31.539813Z,2026-05-12T14:51:16.610329Z,100,240.84,235.86,-498.18,-0.0207,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0028_AVGO,AVGO,2026-05-12T14:51:51.561952Z,2026-05-13T13:34:33.276249Z,202,419.82,412.85,-1408.1,-0.0166,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0013_AMZN,AMZN,2026-05-12T14:51:53.90934Z,2026-05-13T13:30:06.303649Z,329,264.07,264.82,246.75,0.0028,0,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,neutral
broker_match_0017_ANET,ANET,2026-05-12T14:51:59.246527Z,2026-06-01T17:04:17.915384Z,407,140.37,170.21,12144.92,0.2126,20,broker_reconstructed,broker_reconstructed,,,,,broker_fill,broker_reconstructed,,,good
