endpoint,started_at,duration_ms,status,error_type,retry_count,symbol
broker.fetch_positions,2026-07-08T19:55:05.827096+00:00,510.8,ok,,0,
broker.fetch_bars,2026-07-08T19:55:10.612836+00:00,860.4,ok,,0,CRWD
broker.fetch_bars,2026-07-08T19:55:10.612327+00:00,1008.8,ok,,0,SNOW
broker.fetch_bars,2026-07-08T19:55:10.609819+00:00,1039.7,ok,,0,RBRK
broker.fetch_bars,2026-07-08T19:55:10.611522+00:00,1047.7,ok,,0,NOW
broker.fetch_bars,2026-07-08T19:55:10.611812+00:00,1170.7,ok,,0,ADBE
broker.fetch_bars,2026-07-08T19:55:10.611115+00:00,1470.1,ok,,0,FICO
broker.fetch_bars,2026-07-08T19:55:10.610353+00:00,1659.6,ok,,0,IBM
broker.fetch_bars,2026-07-08T19:55:11.475507+00:00,973.4,ok,,0,PANW
broker.fetch_bars,2026-07-08T19:55:11.623349+00:00,940.8,ok,,0,PATH
broker.fetch_bars,2026-07-08T19:55:11.650776+00:00,916.4,ok,,0,CRM
broker.fetch_bars,2026-07-08T19:55:11.660260+00:00,1663.5,ok,,0,FTNT
broker.fetch_bars,2026-07-08T19:55:10.610733+00:00,7855.9,ok,,0,DDOG
broker.fetch_account,2026-07-09T13:25:03.725240+00:00,495.4,ok,,0,
broker.fetch_positions,2026-07-09T13:25:07.186091+00:00,474.7,ok,,0,
broker.fetch_account,2026-07-09T13:35:03.490210+00:00,506.8,ok,,0,
broker.fetch_positions,2026-07-09T13:35:08.432082+00:00,498.1,ok,,0,
broker.fetch_account,2026-07-09T16:00:05.699319+00:00,806.8,ok,,0,
broker.fetch_positions,2026-07-09T16:00:10.386406+00:00,497.4,ok,,0,
broker.fetch_account,2026-07-09T19:55:02.878775+00:00,646.9,ok,,0,
broker.fetch_positions,2026-07-09T19:55:06.077377+00:00,486.8,ok,,0,
broker.fetch_bars,2026-07-09T19:55:11.900137+00:00,674.5,ok,,0,IBM
broker.fetch_bars,2026-07-09T19:55:11.899149+00:00,699.4,ok,,0,CRWD
broker.fetch_bars,2026-07-09T19:55:11.899562+00:00,794.1,ok,,0,NOW
broker.fetch_bars,2026-07-09T19:55:11.899371+00:00,1172.2,ok,,0,FICO
broker.fetch_bars,2026-07-09T19:55:12.599835+00:00,547.2,ok,,0,ADBE
broker.fetch_bars,2026-07-09T19:55:11.898574+00:00,1447.1,ok,,0,SNOW
broker.fetch_bars,2026-07-09T19:55:11.898923+00:00,1456.6,ok,,0,PANW
broker.fetch_bars,2026-07-09T19:55:13.073616+00:00,549.7,ok,,0,FTNT
broker.fetch_bars,2026-07-09T19:55:11.898337+00:00,1907.2,ok,,0,DDOG
broker.fetch_bars,2026-07-09T19:55:13.347801+00:00,561.7,ok,,0,SKYY
broker.fetch_bars,2026-07-09T19:55:13.357062+00:00,586.1,ok,,0,CRM
broker.fetch_bars,2026-07-09T19:55:11.897960+00:00,2271.9,ok,,0,RBRK
broker.fetch_bars,2026-07-09T19:55:12.576950+00:00,1838.7,ok,,0,PATH
broker.fetch_bars,2026-07-09T19:55:12.695798+00:00,1851.9,ok,,0,MDB
broker.fetch_bars,2026-07-09T19:55:13.149214+00:00,1831.0,ok,,0,META
broker.fetch_account,2026-07-10T13:25:06.672941+00:00,539.9,ok,,0,
broker.fetch_positions,2026-07-10T13:25:10.517396+00:00,529.8,ok,,0,
broker.fetch_account,2026-07-10T13:35:05.490100+00:00,653.5,ok,,0,
broker.fetch_positions,2026-07-10T13:35:10.117112+00:00,559.8,ok,,0,
broker.fetch_account,2026-07-10T16:00:04.648164+00:00,800.1,ok,,0,
broker.fetch_positions,2026-07-10T16:00:09.592648+00:00,548.4,ok,,0,
broker.fetch_account,2026-07-10T19:55:03.321419+00:00,515.2,ok,,0,
broker.fetch_positions,2026-07-10T19:55:06.379730+00:00,603.0,ok,,0,
broker.fetch_bars,2026-07-10T19:55:10.949529+00:00,542.5,ok,,0,SNOW
broker.fetch_bars,2026-07-10T19:55:10.948224+00:00,684.4,ok,,0,META
broker.fetch_bars,2026-07-10T19:55:10.949061+00:00,948.5,ok,,0,NOW
broker.fetch_bars,2026-07-10T19:55:10.948633+00:00,950.8,ok,,0,DDOG
broker.fetch_bars,2026-07-10T19:55:11.493276+00:00,627.9,ok,,0,PATH
broker.fetch_bars,2026-07-10T19:55:10.949924+00:00,1216.2,ok,,0,FICO
broker.fetch_bars,2026-07-10T19:55:10.947677+00:00,1261.7,ok,,0,RBRK
broker.fetch_bars,2026-07-10T19:55:11.633895+00:00,676.0,ok,,0,PANW
broker.fetch_bars,2026-07-10T19:55:10.950728+00:00,1375.8,ok,,0,ADBE
broker.fetch_bars,2026-07-10T19:55:11.898908+00:00,672.5,ok,,0,CRWD
broker.fetch_bars,2026-07-10T19:55:11.900569+00:00,762.4,ok,,0,CRM
broker.fetch_bars,2026-07-10T19:55:12.122328+00:00,544.7,ok,,0,FTNT
broker.fetch_bars,2026-07-10T19:55:10.962466+00:00,1764.6,ok,,0,IBM
