decision_id,symbol,timestamp,model,input_tokens,output_tokens,token_estimated,action,run_id,prompt_version,latency_ms
6e786db0-4912-f8dc-4de5-37d61004c11e,CRWD,,rule_based:breakout_momentum_v1,103,20,False,buy,,,
6846a2f0-29d4-7900-c7f9-6811d6a9da55,CRWD,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
f0b7005b-b988-4d90-1a51-ea28cacd9add,CRWD,,rule_based:breakout_momentum_v1,250,20,False,buy,,,
b15c975e-5a99-a04a-9f62-e2dcd240353a,CRWD,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
412c441e-9e70-2cee-b521-6136edccc7f6,CRWD,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
04f29708-6412-aca1-4555-be57b67a86d1,CRWD,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
8c7d8cb5-66fe-c31f-fccd-cd730a71ef44,CRWD,,rule_based:breakout_momentum_v1,243,20,False,buy,,,
f3d1fd13-a07a-d0ad-2da1-c4c6357a3fae,CRWD,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
43ffcb6e-ad40-d472-272a-8a22e6c2f5bf,CRWD,,rule_based:simple_exit_v2,235,20,False,sell,,,
daa5dc87-4242-b5a4-9e99-1bb1ddb4d393,CRWD,,rule_based:breakout_momentum_v1,243,20,False,buy,,,
f81da1d7-1c0e-830e-b29f-4bb8057c1ab3,CRWD,,rule_based:breakout_momentum_v1,241,20,False,buy,,,
cca95a22-3239-3f68-5b05-4eee33c8c844,CRWD,,rule_based:simple_exit_v2,231,20,False,sell,,,
0d3959ea-8bc9-15a9-6a0a-92cf8049674d,CRWD,,rule_based:breakout_momentum_v1,325,20,False,buy,,,
7a552b7e-fe38-2e52-0d73-6bca616f1d19,CRWD,,rule_based:breakout_momentum_v1,134,20,False,buy,,,
baec4d69-0d4b-c0db-7bbf-7469dc826eff,CRWD,,rule_based:breakout_momentum_v1,134,20,False,buy,,,
50275526-b835-1d55-5dfd-22f189dd3d72,CRWD,,rule_based:breakout_momentum_v1,325,20,False,buy,,,
3947e5ce-4ffe-9643-3615-91dec457f7ad,CRWD,,rule_based:breakout_momentum_v1,132,27,False,buy,,,
f41db1f8-62eb-2de2-cb35-3323343b4a45,CRWD,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
345ce3ee-5048-a8eb-504e-26b64db4d538,CRWD,,rule_based:breakout_momentum_v1,143,27,False,buy,,,
16bfe532-4096-6f2a-2f95-6ba1b1cb32d1,CRWD,,rule_based:breakout_momentum_v1,132,27,False,buy,,,
764be06a-2f14-1bde-91aa-0b7ca4b48b60,CRWD,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
aac5e7e8-5972-77fb-9fde-57ccf88f51a3,CRWD,,rule_based:breakout_momentum_v1,135,27,False,buy,,,
c0c74f2f-1907-6b4e-23cf-6ea38b02d614,CRWD,,rule_based:breakout_momentum_v1,339,27,False,buy,,,
601b3e4e-1cbd-1183-6269-176555eadd72,CRWD,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
a2b5240d-23d2-6146-6109-b096341a1a01,CRWD,,rule_based:breakout_momentum_v1,330,27,False,buy,,,
df73a67f-cc97-fb6b-e086-def5889ce315,CRWD,,rule_based:breakout_momentum_v1,339,27,False,buy,,,
91a23573-f324-970c-85cd-a0e84555f481,CRWD,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
54b4c8ca-df0c-c8ce-8d39-a32f8052432f,CRWD,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
2bd8db54-7140-ceaa-ebf1-ac406475e4e9,CRWD,,rule_based:breakout_momentum_v1,338,27,False,buy,,,
fa2d5dd6-4236-7d87-a0b2-582df0d22679,CRWD,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
f3719300-c1ec-7ce9-0c11-29d226f5cfca,CRWD,,simple_exit_v2,123,20,False,sell,,simple_exit_v2,
14d0b6f8-fc3b-9304-48f6-69d35d58d0cd,CRWD,,breakout_momentum_v1,142,27,False,buy,,breakout_momentum_v2_threshold_tuned,
9d4c3612-9281-4c17-0ea9-d6c96160d2a9,CRWD,,breakout_momentum_v1,135,27,False,buy,,breakout_momentum_v2_threshold_tuned,
fe5ebef5-324f-f6fb-e94a-b02453d93de1,CRWD,,breakout_momentum_v1,132,20,False,buy,,breakout_momentum_v2_threshold_tuned,
d301f567-ff56-2532-174b-e8249bf1de1b,CRWD,,simple_exit_v2,124,20,False,sell,,simple_exit_v2,
ee04b478-6d96-b61c-9c21-e865077752e5,CRWD,,breakout_momentum_v1,141,20,False,buy,,breakout_momentum_v2_threshold_tuned,
d76ad25c-177c-a6ee-a49a-15f4b5d4b4c4,CRWD,,breakout_momentum_v1,133,27,False,buy,,breakout_momentum_v2_threshold_tuned,
28969db8-7ba3-eb65-89a0-80fd255e4c6f,CRWD,,breakout_momentum_v1,135,27,False,buy,,breakout_momentum_v2_threshold_tuned,
851940f9-67cb-1210-f3f8-863335c892b9,CRWD,,breakout_momentum_v1,144,27,False,buy,,breakout_momentum_v2_threshold_tuned,
d68da2a9-02fd-0c04-f0db-8e8cf8262d80,CRWD,,breakout_momentum_v1,127,27,False,buy,,breakout_momentum_v2_threshold_tuned,
31de36f8-103e-6d3f-29c5-52c33632c5bf,CSCO,,rule_based:breakout_momentum_v1_intraday_enhanced,261,20,False,buy,,,
8258a5fd-754b-4727-4850-a0e0c4f9d182,CSCO,,rule_based:breakout_momentum_v1,243,20,False,buy,,,
bd21a195-9451-535f-be66-512ca5c663dc,CSCO,,rule_based:breakout_momentum_v1,245,20,False,buy,,,
8ed3d906-35cb-1bce-fb93-c144a7268b7c,CSCO,,rule_based:breakout_momentum_v1,240,20,False,buy,,,
bed5cbd3-ae39-af21-3ab1-4af642f5a74c,CSCO,,rule_based:breakout_momentum_v1,240,20,False,buy,,,
76a0f7bf-d022-d2f6-025a-045167042f2d,CSCO,,rule_based:breakout_momentum_v1,246,20,False,buy,,,
dc5652bc-58b2-8c3a-ff01-34daf4a7df89,CSCO,,rule_based:breakout_momentum_v1,103,20,False,buy,,,
a826320f-9685-2b88-139e-54241403273e,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
4e0313d7-a8f1-0eea-22a2-b3a44ddd24cf,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
f0162a1f-4792-a9af-1be4-4a22b617cdf7,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
a9e62b70-cdd1-fe06-af94-80d5f1e442ac,CSCO,,rule_based:breakout_momentum_v1,241,20,False,buy,,,
26abfda4-30d3-0a46-7144-7dd0cf863aae,CSCO,,rule_based:breakout_momentum_v1,241,20,False,buy,,,
8ce5f8bc-b4ba-9c85-9f62-af17c270c388,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
6fc10007-cb91-86fd-6aba-48e65b9fff78,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
26a0e1ba-ecb1-0b02-77b1-71857709a0e2,CSCO,,rule_based:breakout_momentum_v1,241,20,False,buy,,,
d8a34b09-9896-1754-676d-87d41804384b,CSCO,,rule_based:breakout_momentum_v1,95,20,False,buy,,,
8e227fdd-4f50-4a08-38ab-7005af0090bd,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
ab2bc7fb-445a-64cf-09fe-06c780a1b945,CSCO,,rule_based:breakout_momentum_v1,245,20,False,buy,,,
ca3487a5-1f2d-ab78-0153-eb9979d58d7a,CSCO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
22ffcd79-60f7-8df9-230d-d341b43b4eee,CSCO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
36ec952b-dd48-0f91-ecb4-47093e8ca67b,CSCO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
086461c6-5048-1864-527a-ce5aad857732,CSCO,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
7cde4652-6414-a250-5b9d-30792f02ba2a,CSCO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
c9571e69-19b0-6551-e35c-be5719d7604f,CSCO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
86e4bedf-c06b-83cf-826c-237f12f91ffc,CSCO,,rule_based:breakout_momentum_v1,246,27,False,buy,,,
33b55201-a33b-9465-aff3-5fc396fc5814,CSCO,,rule_based:simple_exit_v2,233,20,False,sell,,,
09187c7f-f75f-0064-4ff2-de778308c8d0,CSCO,,rule_based:simple_exit_v2,225,20,False,sell,,,
2c1b9a8a-5d2c-c13e-24ec-ab7cb729887e,CSCO,,rule_based:breakout_momentum_v1,82,27,False,buy,,,
b42711b5-5cc1-196e-f887-328590b05505,DDOG,,rule_based:breakout_momentum_v1_intraday_enhanced,262,20,False,buy,,,
a8549a8f-6ab9-a556-fc73-fc33c33a3db3,DDOG,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
0b747c21-f2df-ede7-683b-d1d04e0bd4a2,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
67139f67-cb8b-eefb-321b-c85d25f5e6bf,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
2b2439bf-6bd8-fe11-3b78-53db92a2f62e,DDOG,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
4fcdaf36-82c3-b16d-0d33-4997b3b3ef5f,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
57d98897-2fa9-38ab-4ca2-63f5a6d5a913,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
fa575dc4-2040-b5eb-a68f-1298f994f5d6,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
f3c9918a-05e6-5865-b603-d08a20acfec5,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
95973628-2dcc-79a9-fe0e-4d528395a569,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
5119de9f-b018-6e1b-24ae-3a72b834181d,DDOG,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
1860db84-ff73-582c-9f9a-d68266ddb589,DDOG,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
7bbe157c-84a2-0d01-05a5-b2d8fc8528a7,DDOG,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
ad0654d7-5d2f-0970-4403-a29fda677790,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
6101ffe2-4109-fc7e-2634-9ae0364665d4,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
de3c0318-4c62-0bc2-ebd3-ad9c5e836e7f,DDOG,,rule_based:breakout_momentum_v1,103,20,False,buy,,,
3a145ae7-c3f3-b1fe-ebb9-f4a9355a67a8,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
833e3a1f-e79e-a78d-2891-f971ded4436c,DDOG,,rule_based:breakout_momentum_v1,250,20,False,buy,,,
efcb5e7e-477b-a9ae-2a96-774d6a70f295,DDOG,,rule_based:breakout_momentum_v1,241,20,False,buy,,,
027c609e-99a5-4814-48f6-3b47bc65e80b,DDOG,,rule_based:breakout_momentum_v1,250,20,False,buy,,,
788cb5d6-dd03-4a8c-a4ed-5c64c6782be6,DDOG,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
fca729ff-0af9-66f7-a48e-0a6d02197811,DDOG,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
e0732a0f-9b65-a341-b01b-0768f20c0736,DDOG,,rule_based:simple_exit_v2,116,20,False,sell,,,
f253e431-da88-4066-0b6c-9d3547eb2001,DDOG,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
62c76daf-7d59-19d1-35be-20445cfdc22c,DDOG,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
185f95fe-aac7-6587-f5a9-fd565b5df4dd,DDOG,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
810a6584-f07b-5c46-dbfe-b1576c22a5fa,DDOG,,rule_based:simple_exit_v2,230,20,False,sell,,,
3324bd74-404d-60f7-6afe-9115b52a555a,DDOG,,rule_based:simple_exit_v2,222,20,False,sell,,,
8f8d8796-3f6c-3a85-7d49-5ae4abd0d83f,DDOG,,rule_based:breakout_momentum_v1,81,27,False,buy,,,
75d165df-6624-96be-664b-426e56f3f16a,DDOG,,rule_based:breakout_momentum_v1,245,27,False,buy,,,
823b499d-6ee8-5d55-c5e7-420627f5ef3e,DDOG,,rule_based:breakout_momentum_v1,329,27,False,buy,,,
a8e3f411-7caf-98c3-5a1f-519ed4c090aa,DDOG,,rule_based:simple_exit_v2,178,20,False,sell,,,
ef1b4745-996e-d616-a53f-a06cbae6e1bc,DDOG,,rule_based:breakout_momentum_v1,132,20,False,buy,,,
82927122-b39c-9e57-cc7d-63d1051f2936,DDOG,,rule_based:breakout_momentum_v1,326,20,False,buy,,,
12f7ff80-31e2-715e-ba6a-51b5d3359cd9,DDOG,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
b400f23b-881e-4597-156c-52d75de87427,DDOG,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
caa9ae34-ddae-54cf-22a5-0d2b1b7d5c04,DDOG,,rule_based:breakout_momentum_v1_intraday_enhanced,146,27,False,buy,,,
05e9af70-a7cd-90c3-3dbd-0f6a63536ef8,DDOG,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
39e3282d-9361-b6a6-e001-ee0d5df3ba89,DDOG,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
fea68c8f-f421-077b-47c0-89a2a4b6d964,DDOG,,rule_based:breakout_momentum_v1,135,27,False,buy,,,
32ab05f8-8ec0-030c-907b-40de97e9d7f7,DDOG,,rule_based:breakout_momentum_v1,339,27,False,buy,,,
df9cc582-5cf2-1635-4a4d-62293ae6633a,DDOG,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
b537bab2-8f56-90b3-8aed-5ad723530f22,DDOG,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
5c82098d-f584-5219-f544-57a0841bd95e,DDOG,,rule_based:breakout_momentum_v1,339,27,False,buy,,,
d491c7ef-a2a6-7c6b-cf9f-6e4a0ecf4714,DDOG,,rule_based:breakout_momentum_v1,331,27,False,buy,,,
146505c1-10e0-f27a-1d72-e148ba582c3d,DDOG,,rule_based:breakout_momentum_v1,327,20,False,buy,,,
4b2821b8-1e9d-48d3-d741-fb9f3f78c183,DDOG,,rule_based:breakout_momentum_v1_intraday_enhanced,341,20,False,buy,,,
797ffcaa-c599-fccb-744e-d51d8144c735,DDOG,,rule_based:breakout_momentum_v1,327,20,False,buy,,,
2371570d-0d90-d4bf-deee-faff8a51e799,DDOG,,simple_exit_v2,114,20,False,sell,,simple_exit_v2,
670a33bc-889a-ae8b-0a36-d2865827f61b,DDOG,,breakout_momentum_v1_intraday_enhanced,147,27,False,buy,,breakout_momentum_v2_threshold_tuned,
962d2ca3-e877-1b71-e8cd-1997b7c100e9,DDOG,,breakout_momentum_v1,134,27,False,buy,,breakout_momentum_v2_threshold_tuned,
216ca214-8127-e302-2704-b5e42b7e5c6a,DDOG,,breakout_momentum_v1,135,20,False,buy,,breakout_momentum_v2_threshold_tuned,
52ceecee-b16d-46a8-7dd5-5ff2f99b509e,DDOG,,simple_exit_v2,124,20,False,sell,,simple_exit_v2,
9a3c0ea3-7c23-761e-75cf-5ecc24f137bc,DDOG,,breakout_momentum_v1,143,27,False,buy,,breakout_momentum_v2_threshold_tuned,
0cf5a6d1-bcd6-fbbe-410b-a3e2b35e8645,DDOG,,breakout_momentum_v1,144,36,False,deny,,breakout_momentum_v2_threshold_tuned,
ce59386b-0fa0-09be-d590-c943a98e27b0,DDOG,,breakout_momentum_v1,135,28,False,buy,,breakout_momentum_v2_threshold_tuned,
1cd3b077-3c3b-a50b-3e72-143a576813a9,DDOG,,breakout_momentum_v1_intraday_enhanced,147,27,False,buy,,breakout_momentum_v2_threshold_tuned,
4d91d28c-8128-751f-7b2b-8e9508c670e1,DELL,,rule_based:breakout_momentum_v1_intraday_enhanced,253,20,False,buy,,,
3980a34a-29fe-b284-6490-dfa5375389f6,DELL,,rule_based:breakout_momentum_v1_intraday_enhanced,249,20,False,buy,,,
f0527d4f-64e4-1dab-bd59-b66afd30636f,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
d00411ad-541b-195a-6b5d-de9d68c51d4b,DELL,,rule_based:breakout_momentum_v1_intraday_enhanced,253,20,False,buy,,,
9dbff8de-1420-ad65-52c3-67a9e0da0ed1,DELL,,rule_based:breakout_momentum_v1_intraday_enhanced,255,20,False,buy,,,
e0ae8b41-8d53-2484-b93e-337f1374e47e,DELL,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
568f0528-f664-d8d0-2b40-a3b5b07b3146,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
71494549-63bf-a2c9-6152-93abadffb223,DELL,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
87b4aeb6-972f-78b5-765b-2cc301b36d04,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
063c4842-153e-c804-8fef-b3735b2ae755,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
2f01fcb5-ea40-0b39-986b-24ce9851c7af,DELL,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
c5655ef6-21fb-04a1-b204-def62a730354,DELL,,rule_based:breakout_momentum_v1,104,20,False,buy,,,
f5ab60c9-aee8-eaca-ea0d-797dcba94f3a,DELL,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
c7b6546f-8bf6-390d-558f-542f92567168,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
a8942871-fe8f-2b02-e3f7-20a54de4255a,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
50cbccb0-7608-db83-13ea-a634e6ce72a7,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
5acd4b2e-de30-5f95-cbef-551439a2f3c6,DELL,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
c959e71e-2687-793f-b5e5-250d7e01cc32,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
38ad3d7c-94eb-a332-9bdf-669dd000131b,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
2c2eb760-75f9-b24d-a1c8-00be68c96f7e,DELL,,rule_based:breakout_momentum_v1,103,20,False,buy,,,
24858b7a-90bf-b9a8-2eef-1e71f0673af7,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
80759fbd-a1d9-bc75-47e2-1c8d8a77d27e,DELL,,rule_based:breakout_momentum_v1,250,20,False,buy,,,
83049244-bb3e-75ab-f0d9-f44710e740e5,DELL,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
283b0111-d4d3-afb8-86f0-a5c1a293de9c,DELL,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
33903afc-ca99-c1dd-bd5f-4b51e970275a,DELL,,rule_based:breakout_momentum_v1,250,20,False,buy,,,
81a7c1af-757b-4474-c72a-2c656f13a9f0,DELL,,rule_based:breakout_momentum_v1,239,20,False,buy,,,
fee41a1b-e014-be08-ab20-02e59e8a8a22,DELL,,rule_based:simple_exit_v2,116,20,False,sell,,,
3e9ee649-8be6-4516-880a-c0194da43251,DELL,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
1bbf370e-3da6-c0ff-09b2-85b9094cf31b,DELL,,rule_based:breakout_momentum_v1,243,20,False,buy,,,
9d42d8e5-31ec-ff6f-8c55-a633c8f9151a,DELL,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
72177a4e-31a8-0004-3fb4-2b5d7981b2e5,DELL,,rule_based:simple_exit_v2,234,20,False,sell,,,
cbeaa09d-2804-d371-4821-65706e6414d1,DELL,,rule_based:simple_exit_v2,226,20,False,sell,,,
1145c4a5-5ae0-bfa2-fb46-53b950cfb728,DELL,,rule_based:breakout_momentum_v1,82,20,False,buy,,,
c32dd880-3808-43b1-c4b0-a5a1cd31e146,DELL,,rule_based:breakout_momentum_v1,82,20,False,buy,,,
ab1f9ab4-2f97-48f6-bce3-55af8e8d3380,DELL,,rule_based:breakout_momentum_v1,242,20,False,buy,,,
6929188e-7baa-009c-c215-29ce4884a84a,DELL,,rule_based:breakout_momentum_v1,75,20,False,buy,,,
2233516c-bc63-ed77-daff-7cb7bbea0e4e,DELL,,rule_based:breakout_momentum_v1,79,20,False,buy,,,
98ee3cb4-c2a4-238e-9fd3-ea34de146242,DELL,,rule_based:breakout_momentum_v1,75,20,False,buy,,,
127836fc-3eef-a31c-7812-dc9b5d445696,DELL,,rule_based:simple_exit_v2,187,20,False,sell,,,
9aec7fb7-ab20-e27c-4364-07d78d4bd245,DELL,,rule_based:breakout_momentum_v1,134,20,False,buy,,,
15d00cc8-134d-3ae5-937a-bfc233a20a4b,DELL,,rule_based:breakout_momentum_v1,325,20,False,buy,,,
1dee10e7-7998-5263-506d-50c3d1c99410,DELL,,rule_based:simple_exit_v2,109,20,False,sell,,,
256f53d9-d5b1-c528-630d-cc22739e0610,DELL,,simple_exit_v2,113,20,False,sell,,simple_exit_v2,
7e4748c1-f67a-3f58-664d-91e10aa345c4,DELL,,breakout_momentum_v1,134,27,False,buy,,breakout_momentum_v2_threshold_tuned,
51e1154f-211f-d863-a001-c332cd1ae035,DELL,,simple_exit_v2,115,20,False,sell,,simple_exit_v2,
79580e28-388a-1fd5-dc84-63c8a4970701,DELL,,breakout_momentum_v1,134,27,False,buy,,breakout_momentum_v2_threshold_tuned,
0a91f8ff-3afb-0390-63d5-b7bc6f1974ba,DELL,,breakout_momentum_v1,134,27,False,buy,,breakout_momentum_v2_threshold_tuned,
f7a8dea5-5c75-500c-2926-965aa8d6c440,DELL,,breakout_momentum_v1,143,27,False,buy,,breakout_momentum_v2_threshold_tuned,
407a9cb0-10c1-e413-f26c-bf20e5830b9c,DELL,,breakout_momentum_v1,144,36,False,deny,,breakout_momentum_v2_threshold_tuned,
eea40b81-2f60-3bbf-9387-be5dfb161c57,DELL,,simple_exit_v2,116,20,False,sell,,simple_exit_v2,
abfb9ace-ec43-8d32-7fe1-6041b559d294,FICO,,rule_based:breakout_momentum_v1,255,20,False,buy,,,
2f13f502-cf45-2800-2356-fde2506b606a,FICO,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
ca8c9f0c-06ee-3aca-c449-369dfcbe0b8f,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
878fd941-5acf-cee9-d56f-ef6e26ddf8c9,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
440af88f-9d4e-76d0-2b7d-125928fd92f8,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
23cc9e34-df60-2141-4688-488a929ba027,FICO,,rule_based:breakout_momentum_v1,104,20,False,buy,,,
91bb9640-4281-e3a5-b0c7-eea5d185ed1b,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
918de411-32b7-3e7d-836d-5082f611c7c9,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
88c3a89f-a42f-4d5a-e13f-30bee094fa9f,FICO,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
eeed8edf-51af-e84b-7eb3-ff58b7286479,FICO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
feba24b8-ac11-eb58-5954-abf1a564d95b,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
32c7ccf9-bb34-ac95-3478-ccabcd55ffab,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
398a0521-31e1-8442-d8b3-f6dd54a6b545,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
d68366f4-f6ed-f649-6c1d-79ca166d1d1c,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
15d5e098-d5e2-b80f-7eae-b65de8b3f2af,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
7bdfd253-1bfb-6604-cae0-015de175a10f,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
ffa1f091-11fd-e251-7c93-729ee64024af,FICO,,rule_based:breakout_momentum_v1,247,20,False,buy,,,
ca542147-852f-ad85-19ba-b46004a56d15,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
eef43173-1c27-a65c-9b17-f033bbdf8719,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
135008c6-c729-2f13-872c-5787e7863b1c,FICO,,rule_based:breakout_momentum_v1,248,20,False,buy,,,
dc4b54ac-82a1-839e-ba80-305ff40bb131,FICO,,rule_based:breakout_momentum_v1,249,20,False,buy,,,
6b86b136-7762-4f0b-ba1c-ce9ea56c20de,FICO,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
82336018-d38e-b3dd-3317-4da9bfc3ca9a,FICO,,rule_based:breakout_momentum_v1,250,20,False,buy,,,
ab88dde9-a253-3588-cc45-81282a3b7683,FICO,,rule_based:simple_exit_v2,236,20,False,sell,,,
0e508aa7-7bf4-5e92-6641-dbbe4768c996,FICO,,rule_based:breakout_momentum_v1,242,27,False,buy,,,
45a144a3-8747-63d5-a90f-b47e9b1c8695,FICO,,rule_based:breakout_momentum_v1,244,20,False,buy,,,
123a76b5-637e-c36f-7afb-4dcfb023a237,FICO,,rule_based:simple_exit_v2,230,20,False,sell,,,
33634f2c-78aa-40ef-5eeb-d04dbf797dcd,FICO,,rule_based:simple_exit_v2,222,20,False,sell,,,
b9c16538-f41e-95b1-9bd0-69c8a558ebf2,FICO,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
ac5240a2-1ec5-d74c-0617-0ec877b6106b,FICO,,rule_based:breakout_momentum_v1,135,27,False,buy,,,
4ce0cd87-c283-94d1-0d8b-734ab428ad95,FICO,,rule_based:breakout_momentum_v1,143,27,False,buy,,,
a72dca9f-30ec-37bc-67f6-a9f813e7170a,FICO,,rule_based:breakout_momentum_v1,135,27,False,buy,,,
c5cfae03-7c0e-875a-caea-94d47366e671,FICO,,rule_based:breakout_momentum_v1,134,27,False,buy,,,
4a599efa-2395-c4f9-44e4-441a98e4bbee,FICO,,rule_based:breakout_momentum_v1,142,27,False,buy,,,
03f55953-cc92-f830-29ff-132e32b10acc,FICO,,rule_based:breakout_momentum_v1,135,27,False,buy,,,
550b876c-c6fc-6f8e-fcba-664ee3790a41,FICO,,rule_based:breakout_momentum_v1,135,27,False,buy,,,
cb65489e-8ed6-133b-3a04-f926b24069e1,FICO,,rule_based:breakout_momentum_v1,143,27,False,buy,,,
8ddbdbe9-7df4-9792-229b-055efe172b31,FICO,,rule_based:breakout_momentum_v1,136,27,False,buy,,,
c8915670-cb1f-b7fd-6842-0e7137a80565,FICO,,breakout_momentum_v1,134,27,False,buy,,breakout_momentum_v2_threshold_tuned,
981668e7-3c4a-9ea0-7ab4-7ab34f6c149a,FICO,,breakout_momentum_v1_intraday_enhanced,147,27,False,buy,,breakout_momentum_v2_threshold_tuned,
be5959da-f7fc-aa3a-896e-22cafb80362f,FRWD,,rule_based:breakout_momentum_v1_intraday_enhanced,105,39,False,deny,,,
856ccef0-d115-b54c-2d2f-277a72304c91,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
b37e09f0-5b7b-86fb-2cc5-433e1244dac2,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
c8ecfe9a-d4c8-a67c-3bae-d45f28d21e52,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
11deb089-38d9-aaf4-54ca-8fd10d5f8bc2,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
0a5337dc-e666-0093-b7bb-6b2b822d62b8,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
24c34e57-c0f4-7f92-5625-9f3cd03f31d0,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
a71e446b-6156-a337-e588-be375b16cc37,FRWD,,rule_based:breakout_momentum_v1,94,39,False,deny,,,
